Time,Roll (radians),Pitch (radians),Yaw (radians),Heave,Sway,Surge
2023-10-30 16:40:23.285626,0.0561116524040699,0.17683562636375427,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:23.335654,0.053306691348552704,0.1802733838558197,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:23.385686,0.050449125468730927,0.18353323638439178,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:23.435713,0.047541774809360504,0.18661196529865265,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:23.485742,0.044587504118680954,0.18950653076171875,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:23.535772,0.04158923029899597,0.19221408665180206,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:23.585802,0.038549911230802536,0.1947319358587265,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:23.635831,0.035472553223371506,0.1970576047897339,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:23.685861,0.03236018493771553,0.19918881356716156,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:23.735888,0.02921587973833084,0.20112344622612,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:23.785920,0.026042744517326355,0.20285958051681519,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:23.835949,0.02284390665590763,0.20439553260803223,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:23.885171,0.019622525200247765,0.20572976768016815,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:23.935199,0.016381779685616493,0.2068609595298767,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:23.985228,0.013124865479767323,0.20778802037239075,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.035257,0.009854999370872974,0.20851001143455505,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.085287,0.006575407925993204,0.20902623236179352,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.135316,0.003289327025413513,0.20933616161346436,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.185345,6.412235452520229e-18,0.20943951606750488,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.235375,-0.003289327025413513,0.20933616161346436,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.285404,-0.006575407925993204,0.20902623236179352,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.335433,-0.009854999370872974,0.20851001143455505,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.385463,-0.013124865479767323,0.20778802037239075,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.435499,-0.016381779685616493,0.2068609595298767,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.485529,-0.019622525200247765,0.20572976768016815,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.535558,-0.02284390665590763,0.20439553260803223,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.585587,-0.026042744517326355,0.20285958051681519,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.635627,-0.02921587973833084,0.20112344622612,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.685656,-0.03236018493771553,0.19918881356716156,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.735685,-0.035472553223371506,0.1970576047897339,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.785714,-0.038549911230802536,0.1947319358587265,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.835745,-0.04158923029899597,0.19221408665180206,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.885776,-0.044587504118680954,0.18950653076171875,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.935803,-0.047541774809360504,0.18661196529865265,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:24.985834,-0.050449125468730927,0.18353323638439178,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.035862,-0.053306691348552704,0.1802733838558197,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.085892,-0.0561116524040699,0.17683562636375427,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.135901,-0.05886123329401016,0.1732233464717865,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.185929,-0.061552729457616806,0.1694401204586029,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.235959,-0.06418347358703613,0.16548967361450195,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.285469,-0.06675088405609131,0.16137591004371643,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.335498,-0.06925241649150848,0.15710289776325226,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.385542,-0.07168560475111008,0.1526748389005661,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.435570,-0.07404804974794388,0.14809609949588776,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.485601,-0.07633741945028305,0.14337120950222015,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.535643,-0.07855144888162613,0.13850483298301697,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.585670,-0.08068795502185822,0.13350176811218262,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.635681,-0.08274483680725098,0.12836694717407227,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.685711,-0.08472006022930145,0.12310545891523361,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.735740,-0.08661167323589325,0.11772246658802032,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.785770,-0.08841781318187714,0.1122233048081398,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.835799,-0.09013669192790985,0.10661338269710541,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.885829,-0.09176661819219589,0.10089825093746185,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.935857,-0.09330598264932632,0.09508354961872101,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:25.985887,-0.09475326538085938,0.08917500823736191,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.035916,-0.09610704332590103,0.08317846059799194,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.085944,-0.09736596792936325,0.07709982246160507,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.135985,-0.09852880239486694,0.07094510644674301,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.185014,-0.09959440678358078,0.06472036987543106,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.235043,-0.10056172311306,0.05843175947666168,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.285072,-0.10142979025840759,0.05208548903465271,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.335101,-0.10219776630401611,0.04568781331181526,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.385171,-0.10286488384008408,0.03924505040049553,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.435200,-0.10343047976493835,0.032763559371232986,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.485229,-0.10389401018619537,0.026249730959534645,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.535301,-0.10425500571727753,0.01970999874174595,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.585330,-0.10451311618089676,0.013150815851986408,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.635370,-0.10466808080673218,0.006578654050827026,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.685401,-0.10471975803375244,2.5648941810080915e-17,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.735430,-0.10466808080673218,-0.006578654050827026,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.785459,-0.10451311618089676,-0.013150815851986408,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.835487,-0.10425500571727753,-0.01970999874174595,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.885526,-0.10389401018619537,-0.026249730959534645,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.935558,-0.10343047976493835,-0.032763559371232986,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:26.985585,-0.10286488384008408,-0.03924505040049553,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.035614,-0.10219776630401611,-0.04568781331181526,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.085644,-0.10142979025840759,-0.05208548903465271,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.135657,-0.10056172311306,-0.05843175947666168,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.185681,-0.09959440678358078,-0.06472036987543106,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.235710,-0.09852880239486694,-0.07094510644674301,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.285750,-0.09736596792936325,-0.07709982246160507,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.335777,-0.09610704332590103,-0.08317846059799194,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.385813,-0.09475326538085938,-0.08917500823736191,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.435822,-0.09330598264932632,-0.09508354961872101,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.485851,-0.09176661819219589,-0.10089825093746185,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.535749,-0.09013669192790985,-0.10661338269710541,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.585778,-0.08841781318187714,-0.1122233048081398,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.635819,-0.08661167323589325,-0.11772246658802032,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.685857,-0.08472006022930145,-0.12310545891523361,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.735885,-0.08274483680725098,-0.12836694717407227,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.785916,-0.08068795502185822,-0.13350176811218262,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.835943,-0.07855144888162613,-0.13850483298301697,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.885975,-0.07633741945028305,-0.14337120950222015,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.936005,-0.07404804974794388,-0.14809609949588776,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:27.985035,-0.07168560475111008,-0.1526748389005661,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.035063,-0.06925241649150848,-0.15710289776325226,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.085092,-0.06675088405609131,-0.16137591004371643,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.135568,-0.06418347358703613,-0.16548967361450195,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.185598,-0.061552729457616806,-0.1694401204586029,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.235243,-0.05886123329401016,-0.1732233464717865,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.285256,-0.0561116524040699,-0.17683562636375427,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.335282,-0.053306691348552704,-0.1802733838558197,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.385297,-0.050449125468730927,-0.18353323638439178,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.435328,-0.047541774809360504,-0.18661196529865265,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.485355,-0.044587504118680954,-0.18950653076171875,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.535385,-0.04158923029899597,-0.19221408665180206,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.585414,-0.038549911230802536,-0.1947319358587265,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.635314,-0.035472553223371506,-0.1970576047897339,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.685346,-0.03236018493771553,-0.19918881356716156,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.735375,-0.02921587973833084,-0.20112344622612,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.785401,-0.026042744517326355,-0.20285958051681519,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.835432,-0.02284390665590763,-0.20439553260803223,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.885461,-0.019622525200247765,-0.20572976768016815,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.935300,-0.016381779685616493,-0.2068609595298767,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:28.985332,-0.013124865479767323,-0.20778802037239075,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.035663,-0.009854999370872974,-0.20851001143455505,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.085693,-0.006575407925993204,-0.20902623236179352,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.135586,-0.003289327025413513,-0.20933616161346436,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.185918,-1.9236707184741298e-17,-0.20943951606750488,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.235946,0.003289327025413513,-0.20933616161346436,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.285916,0.006575407925993204,-0.20902623236179352,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.335946,0.009854999370872974,-0.20851001143455505,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.385977,0.013124865479767323,-0.20778802037239075,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.436007,0.016381779685616493,-0.2068609595298767,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.485032,0.019622525200247765,-0.20572976768016815,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.535062,0.02284390665590763,-0.20439553260803223,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.585090,0.026042744517326355,-0.20285958051681519,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.635100,0.02921587973833084,-0.20112344622612,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.685130,0.03236018493771553,-0.19918881356716156,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.735158,0.035472553223371506,-0.1970576047897339,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.785171,0.038549911230802536,-0.1947319358587265,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.835200,0.04158923029899597,-0.19221408665180206,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.885207,0.044587504118680954,-0.18950653076171875,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.935250,0.047541774809360504,-0.18661196529865265,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:29.985278,0.050449125468730927,-0.18353323638439178,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.035308,0.053306691348552704,-0.1802733838558197,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.085336,0.0561116524040699,-0.17683562636375427,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.135361,0.05886123329401016,-0.1732233464717865,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.185369,0.061552729457616806,-0.1694401204586029,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.235398,0.06418347358703613,-0.16548967361450195,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.285410,0.06675088405609131,-0.16137591004371643,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.335437,0.06925241649150848,-0.15710289776325226,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.385450,0.07168560475111008,-0.1526748389005661,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.435480,0.07404804974794388,-0.14809609949588776,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.485509,0.07633741945028305,-0.14337120950222015,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.535538,0.07855144888162613,-0.13850483298301697,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.585566,0.08068795502185822,-0.13350176811218262,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.635594,0.08274483680725098,-0.12836694717407227,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.685624,0.08472006022930145,-0.12310545891523361,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.735653,0.08661167323589325,-0.11772246658802032,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.785689,0.08841781318187714,-0.1122233048081398,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.835718,0.09013669192790985,-0.10661338269710541,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.885749,0.09176661819219589,-0.10089825093746185,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.935782,0.09330598264932632,-0.09508354961872101,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:30.985812,0.09475326538085938,-0.08917500823736191,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.035840,0.09610704332590103,-0.08317846059799194,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.085870,0.09736596792936325,-0.07709982246160507,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.135918,0.09852880239486694,-0.07094510644674301,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.185947,0.09959440678358078,-0.06472036987543106,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.235978,0.10056172311306,-0.05843175947666168,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.285988,0.10142979025840759,-0.05208548903465271,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.335016,0.10219776630401611,-0.04568781331181526,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.385057,0.10286488384008408,-0.03924505040049553,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.435087,0.10343047976493835,-0.032763559371232986,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.485116,0.10389401018619537,-0.026249730959534645,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.535148,0.10425500571727753,-0.01970999874174595,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.585175,0.10451311618089676,-0.013150815851986408,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.635205,0.10466808080673218,-0.006578654050827026,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.685234,0.10471975803375244,-5.129788362016183e-17,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.735264,0.10466808080673218,0.006578654050827026,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.785277,0.10451311618089676,0.013150815851986408,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.835304,0.10425500571727753,0.01970999874174595,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.885333,0.10389401018619537,0.026249730959534645,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.935057,0.10343047976493835,0.032763559371232986,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:31.985087,0.10286488384008408,0.03924505040049553,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.035117,0.10219776630401611,0.04568781331181526,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.085146,0.10142979025840759,0.05208548903465271,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.135120,0.10056172311306,0.05843175947666168,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.185166,0.09959440678358078,0.06472036987543106,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.235197,0.09852880239486694,0.07094510644674301,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.285231,0.09736596792936325,0.07709982246160507,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.335261,0.09610704332590103,0.08317846059799194,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.385307,0.09475326538085938,0.08917500823736191,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.435336,0.09330598264932632,0.09508354961872101,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.485364,0.09176661819219589,0.10089825093746185,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.535395,0.09013669192790985,0.10661338269710541,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.585424,0.08841781318187714,0.1122233048081398,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.635466,0.08661167323589325,0.11772246658802032,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.685500,0.08472006022930145,0.12310545891523361,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.735530,0.08274483680725098,0.12836694717407227,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.785563,0.08068795502185822,0.13350176811218262,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.835592,0.07855144888162613,0.13850483298301697,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.885596,0.07633741945028305,0.14337120950222015,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.935626,0.07404804974794388,0.14809609949588776,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:32.985655,0.07168560475111008,0.1526748389005661,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.035684,0.06925241649150848,0.15710289776325226,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.085712,0.06675088405609131,0.16137591004371643,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.135760,0.06418347358703613,0.16548967361450195,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.185805,0.061552729457616806,0.1694401204586029,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.235834,0.05886123329401016,0.1732233464717865,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.285797,0.0561116524040699,0.17683562636375427,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.335826,0.053306691348552704,0.1802733838558197,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.385856,0.050449125468730927,0.18353323638439178,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.435896,0.047541774809360504,0.18661196529865265,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.485926,0.044587504118680954,0.18950653076171875,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.535955,0.04158923029899597,0.19221408665180206,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.585986,0.038549911230802536,0.1947319358587265,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.635028,0.035472553223371506,0.1970576047897339,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.685061,0.03236018493771553,0.19918881356716156,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.735089,0.02921587973833084,0.20112344622612,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.785135,0.026042744517326355,0.20285958051681519,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.835164,0.02284390665590763,0.20439553260803223,0.0,0.0,0.0,0.0,Generated Data
2023-10-30 16:40:33.885069,0.019622525200247765,0.20572976768016815,0.0,0.0,0.0,0.0,Generated Data
